created_at,treatment,sentiment,polarity,subjectivity,text,tweet_words
10/17/2020 18:56,covid-19 vaccine,Neutral,0,0, yes but even with the flu vaccine contributing in some way it  ,yes even flu vaccine contributing way
10/17/2020 18:54,covid-19 vaccine,Neutral,0,0, bcg can  vaccine from 1921 save lives from covid19 bbc news ,bcg vaccine 1921 save lives covid19 bbc news
10/17/2020 18:54,covid-19 vaccine,Neutral,0,0,reviewed the covid19 situation in the country including preparedness of vaccine delivery distribution and admin ,reviewed covid19 situation country including preparedness vaccine delivery distribution admin
10/17/2020 18:53,covid-19 vaccine,Neutral,0,0, next thing you know joe will claim this as his idea trump administration partners with cvs and wa ,next thing know joe claim idea trump administration partners cvs wa
10/17/2020 18:53,covid-19 vaccine,Neutral,0,0, reasons to be optimistic for  covid19 vaccine by christmas says expert via the irish times ,reasons optimistic covid19 vaccine christmas says expert via irish times
10/17/2020 18:53,covid-19 vaccine,Neutral,0,0,pfizer  covid19 vaccine boosts   stocks ,pfizer covid19 vaccine boosts stocks
10/17/2020 18:52,covid-19 vaccine,Neutral,0,0,zero hedge reported who warns millennials may not receive covid19 vaccine until 2022 ,zero hedge reported warns millennials may receive covid19 vaccine 2022
10/17/2020 18:51,covid-19 vaccine,Neutral,0,0, lets hope this is the 1 for covid19 vaccine the world could do with  break from this pandemic,lets hope 1 covid19 vaccine world could break pandemic
10/17/2020 18:50,covid-19 vaccine,Neutral,0,0,time lost by jnj and azn adenovirus vector vaccines over vaccinesafety concerns has pushed them out of the lea ,time lost jnj azn adenovirus vector vaccines vaccinesafety concerns pushed lea
10/17/2020 18:49,covid-19 vaccine,Neutral,0,0,tiered vaccine plan laid out in idaho healthcare workers on 1st tier ffs and leos on 2nd ,tiered vaccine plan laid idaho healthcare workers 1st tier ffs leos 2nd
10/17/2020 18:47,covid-19 vaccine,Neutral,0,0, just like your dad got the covid19 vaccine ,like dad got covid19 vaccine
10/17/2020 18:45,covid-19 vaccine,Neutral,0,0.25, gov mike parson recently announced that the state had submitted its plan for administering the im ,gov mike parson recently announced state submitted plan administering
10/17/2020 18:45,covid-19 vaccine,Neutral,0,0,read dr reddy  gets nod to conduct phase 2 3 trials of sputnik  vaccine in india share ,read dr reddy gets nod conduct phase 2 3 trials sputnik vaccine india share
10/17/2020 18:44,covid-19 vaccine,Neutral,0,0,the week in covid19 vaccine news kids to the back of the line and cooling attitudes on mandatory shots ,week covid19 vaccine news kids back line cooling attitudes mandatory shots
10/17/2020 21:17,covid-19 vaccine,Positive,0.1,0.4,are we near to having  vaccine for covid19 ,near vaccine covid19
10/17/2020 21:16,covid-19 vaccine,Positive,0.35,0.55,pm cautions against complacency in covid19 fight directs full preparedness for vaccine distribution ,pm cautions complacency covid19 fight directs full preparedness vaccine distribution
10/17/2020 21:15,covid-19 vaccine,Positive,0.375,0.675,did you know says covid vaccine will be free for all canadians here  the full story ,know says covid vaccine free canadians full story
10/17/2020 21:14,covid-19 vaccine,Positive,0.5,0.888888889, if we want to make sure this vaccine works for everyone then we need to include everyone he   recruiter for ,make sure vaccine works everyone need include everyone recruiter
10/17/2020 21:14,covid-19 vaccine,Positive,0.5375,0.7375,good vaccine news facebook says it will ban anti vaccination ads from its platform  significant about face for ,good vaccine news facebook says ban anti vaccination ads platform significant
10/17/2020 21:12,covid-19 vaccine,Positive,0.1,0.4,are we near to having  vaccine for covid19 travel news,near vaccine covid19 travel news
10/17/2020 21:12,covid-19 vaccine,Positive,0.1,0.4,pfizer to start testing its covid19 vaccine in children as young as 12 ,pfizer start testing covid19 vaccine children young 12
10/17/2020 21:10,covid-19 vaccine,Positive,0.35,0.55,pm cautions against complacency in covid19 fight and directs full preparedness for vaccine distribution ,pm cautions complacency covid19 fight directs full preparedness vaccine distribution
10/17/2020 21:08,covid-19 vaccine,Positive,0.333333333,0.433333333, hailmary avemaria verybusyprofessor found more vinzons golden journals very timely let me help gold can be ,hailmary avemaria verybusyprofessor found vinzons golden journals timely let help gold
10/17/2020 21:08,covid-19 vaccine,Positive,0.26,0.39,dr christiane northrup discusses the covid19 vaccine via  very very informative ,dr christiane northrup discusses covid19 vaccine via informative
10/17/2020 21:07,covid-19 vaccine,Positive,0.1,0.4,hundreds queue in yiwu china for experimental covid19 vaccine bbc news ,hundreds queue yiwu china experimental covid19 vaccine bbc news
10/17/2020 21:06,covid-19 vaccine,Positive,0.125,0.166666667,vp pence tells me the white house will not have  role in determining who gets access to  covid19 vaccine first saying that will be 1 2,vp pence tells white house role determining gets access covid19 vaccine first saying 1 2
10/17/2020 21:05,covid-19 vaccine,Positive,0.5,0.5,americans worry as more scientists rush the creation and testing of covid19 vaccine ,americans worry scientists rush creation testing covid19 vaccine
10/17/2020 21:05,covid-19 vaccine,Positive,0.227272727,0.545454545,coronavirus updates almost 10 of vatican swiss guard positive for covid19 alabama coach nick saban cleared vac ,coronavirus updates almost 10 vatican swiss guard positive covid19 alabama coach nick saban cleared vac
10/17/2020 21:04,covid-19 vaccine,Positive,0.2,0.1,fda wants two months of safety data before considering covid19 vaccine ,fda wants two months safety data considering covid19 vaccine
10/17/2020 21:00,covid-19 vaccine,Positive,0.1,0.4,hundreds queue in yiwu china for experimental covid19 vaccine bbc news ,hundreds queue yiwu china experimental covid19 vaccine bbc news
10/17/2020 21:00,covid-19 vaccine,Positive,0.4,0.9, novn huge news let  do this nitricil nitricoxide covid19treatment ,novn huge news let nitricil nitricoxide covid19treatment
10/17/2020 21:00,covid-19 vaccine,Positive,0.25,0.25, spokesperson said there are still  lot of unknowns like the exact timing for vaccine availability as well as  ,spokesperson said still lot unknowns like exact timing vaccine availability well
10/17/2020 21:00,covid-19 vaccine,Positive,0.25,0.25, spokesperson said there are still  lot of unknowns like the exact timing for vaccine availability as well as  ,spokesperson said still lot unknowns like exact timing vaccine availability well
10/17/2020 20:58,covid-19 vaccine,Positive,0.033333333,0.7, but only after obama failed to deliver an effective covid19 vaccine 10 years ago ,obama failed deliver effective covid19 vaccine 10 years ago
10/17/2020 20:57,covid-19 vaccine,Positive,0.2,0.1,biden wants to force you to take  vaccine do you still trust him joe biden wants to mandate covid19 vaccine ,biden wants force vaccine still trust joe biden wants mandate covid19 vaccine
10/17/2020 20:56,covid-19 vaccine,Positive,0.1,0.4,are we near to having  vaccine for covid19 ,near vaccine covid19
10/17/2020 20:56,covid-19 vaccine,Positive,0.1,0.4,are we near to having  vaccine for covid19 ,near vaccine covid19
10/17/2020 20:53,covid-19 vaccine,Positive,0.6,0.8,choosing herd immunity without an effective vaccine for covid19 is not the answer physiciansforbiden ,choosing herd immunity without effective vaccine covid19 answer physiciansforbiden
10/17/2020 20:53,covid-19 vaccine,Positive,0.4,1,covid19 experts masks are as important as  vaccine ,covid19 experts masks important vaccine
10/17/2020 20:52,covid-19 vaccine,Positive,0.075,0.325,here  when scientists think life might start to get back to normal ,scientists think life might start get back normal
10/17/2020 20:51,covid-19 vaccine,Positive,0.1,0.4,are we near to having  vaccine for covid19 ,near vaccine covid19
10/17/2020 20:50,covid-19 vaccine,Positive,0.5,0.5,scientists worry as more americans say they ll refuse covid19 vaccine ,scientists worry americans say refuse covid19 vaccine
10/17/2020 20:50,covid-19 vaccine,Positive,0.175,0.275,from the roscommon herald christmas could bring present of covid19 vaccine expert says full details ,roscommon herald christmas could bring present covid19 vaccine expert says full details
10/17/2020 20:49,covid-19 vaccine,Positive,0.136363636,0.454545455,halted trials raise new safety questions about rushed covid19 vaccines zero hedge ,halted trials raise new safety questions rushed covid19 vaccines zero hedge
10/17/2020 20:46,covid-19 vaccine,Positive,0.1,0.383333333,why herdimmunity for covid19 won  work test results clearly indicate that the man had indeed been infected wi ,herdimmunity covid19 work test results clearly indicate indeed infected wi
10/17/2020 20:45,covid-19 vaccine,Positive,0.5,0.9,to read the latest stories on the road to  covid19 vaccine for canada and the rest of the world bookmark this pa ,read latest stories road covid19 vaccine canada rest world bookmark
10/17/2020 20:45,covid-19 vaccine,Positive,0.166666667,0.2, canadians cooling on mandatory vaccines more on why vaccine hesitancy may be the next big covid19 fight ,canadians cooling mandatory vaccines vaccine hesitancy may next big covid19 fight
10/17/2020 20:45,covid-19 vaccine,Positive,0.1875,0.366666667, testing halted on  major vaccine candidate more on why the covid19 vaccine will hinge on human testing and who ,testing halted major vaccine candidate covid19 vaccine hinge human testing
10/17/2020 20:45,covid-19 vaccine,Positive,0.416666667,0.444444444, two more vaccines apply for canadian regulatory approval more on how canada is reviewing its first covid19 vacci ,two vaccines apply canadian regulatory approval canada reviewing first covid19 vacci
10/17/2020 20:45,covid-19 vaccine,Positive,0.2,0.391666667, kids may not get first round of vaccines more on how ai could help us decide who  first in line for any covid19 ,kids may get first round vaccines could help us decide first line covid19
10/17/2020 20:45,covid-19 vaccine,Positive,0.5,0.6,reasons to be optimistic for  covid19 vaccine by christmas says expert love reading from this expert ,reasons optimistic covid19 vaccine christmas says expert love reading expert
10/17/2020 20:45,covid-19 vaccine,Positive,0.45,0.75,according to the cdc getting  flu vaccine is more important than ever to protect yourself your family amp your ,according cdc getting flu vaccine important ever protect family amp
10/17/2020 20:44,covid-19 vaccine,Positive,0.4,0.4,will you take the covid19 vaccine when available ,covid19 vaccine available
10/17/2020 20:43,covid-19 vaccine,Positive,0.5,0.5,scientists worry as more americans say they ll refuse covid19 vaccine via ,scientists worry americans say refuse covid19 vaccine via
10/17/2020 20:43,covid-19 vaccine,Positive,0.15,0.825, got my flu shot yesterday my arm still hurts the day after but to be fair my pain tolerance is not great looki ,got flu shot yesterday arm still hurts day fair pain tolerance great looki
10/17/2020 20:40,covid-19 vaccine,Positive,0.45,0.75,top experts say masks are as important as  vaccine in the fight against covid19 ,top experts say masks important vaccine fight covid19
10/17/2020 20:39,covid-19 vaccine,Positive,0.45,0.75,top experts say masks are as important as  vaccine in the fight against covid19 ,top experts say masks important vaccine fight covid19
10/17/2020 20:39,covid-19 vaccine,Positive,0.25,0.75,  the mother of  vaccine injured son there  no way on earth  will willingly take this do your research ma ,mother vaccine injured way earth willingly research
10/17/2020 20:38,covid-19 vaccine,Positive,0.25,0.45, covid19 is the disease primarily affects the elderly and immune compromised nearly 1 ou ,covid19 disease primarily affects elderly immune compromised nearly 1
10/17/2020 20:38,covid-19 vaccine,Positive,0.5,0.5,ri prepares for covid19 vaccine vaccination plan submitted to cdc abc6 read more ,ri prepares covid19 vaccine vaccination plan submitted cdc abc6 read
10/17/2020 20:37,covid-19 vaccine,Positive,0.1,0.5, california has gone as far as it  going to go with masks trump offers  vaccine and treatment for covi ,california gone far going go masks trump offers vaccine treatment covi
10/17/2020 20:36,covid-19 vaccine,Positive,0.5,0.5,scientists worry as more americans say they ll refuse covid19 vaccine via ,scientists worry americans say refuse covid19 vaccine via
10/17/2020 20:35,covid-19 vaccine,Positive,0.318181818,0.5,watch live gov parson announces covid19 vaccination plan for missouri read more ,watch live gov parson announces covid19 vaccination plan missouri read
10/17/2020 20:35,covid-19 vaccine,Positive,0.45,0.75,top experts say masks are as important as  vaccine in the fight against covid19 via ,top experts say masks important vaccine fight covid19 via
10/17/2020 20:35,covid-19 vaccine,Positive,0.175,0.7,funny eh antidote so soon like they already had it hundreds queue in yiwu china for experimental covid19 va ,funny eh antidote soon like already hundreds queue yiwu china experimental covid19
10/17/2020 20:34,covid-19 vaccine,Positive,0.466666667,0.483333333,great reminder what media said about covid19 did  good job dealing with coronavirus he closed ,great reminder media said covid19 good job dealing coronavirus closed
10/17/2020 20:33,covid-19 vaccine,Positive,0.6,0.8, nitricoxide an effective antiviral treatment can cure covid19 patients and save lives ,nitricoxide effective antiviral treatment cure covid19 patients save lives
10/17/2020 20:32,covid-19 vaccine,Positive,0.1,0.4, hundreds queue in yiwu china for experimental covid19 vaccine ,hundreds queue yiwu china experimental covid19 vaccine
10/17/2020 20:30,covid-19 vaccine,Positive,0.5,0.5, would like to see some more information on the development of the covid19 vaccine and the process that is curren ,would like see information development covid19 vaccine process curren
10/17/2020 20:28,covid-19 vaccine,Positive,0.425,0.575,that  cool make  product that sells for billions and no liability at all no incentive to make it safe or even  ,cool make product sells billions liability incentive make safe even
10/17/2020 20:27,covid-19 vaccine,Positive,0.1,0.4,pfizer to start testing its covid19 vaccine in children as young as 12 ,pfizer start testing covid19 vaccine children young 12
10/17/2020 20:26,covid-19 vaccine,Positive,0.216666667,0.383333333,exacerbating mental health problems is unethical covering up the successful russian vaccine is unethical covid 1 ,exacerbating mental health problems unethical covering successful russian vaccine unethical covid 1
10/17/2020 20:20,covid-19 vaccine,Positive,0.2375,0.566666667,clearly the rich has access to the covid19 vaccine cause they recovering in 3 5 days ,clearly rich access covid19 vaccine cause recovering 3 5 days
10/17/2020 20:20,covid-19 vaccine,Positive,0.666666667,0.433333333,flu vaccine is safe and is the best defense against flu now more than ever everyone needs to do this part to prev ,flu vaccine safe best defense flu ever everyone needs part prev
10/17/2020 20:19,covid-19 vaccine,Positive,0.35,0.8,good afternoon only to the man who walked into the pharmacy and asked to get the covid19 vaccine ,good afternoon walked pharmacy asked get covid19 vaccine
10/17/2020 20:19,covid-19 vaccine,Positive,0.136363636,0.454545455,halted trials raise new safety questions about rushed covid19 vaccines ,halted trials raise new safety questions rushed covid19 vaccines
10/17/2020 20:14,covid-19 vaccine,Positive,0.7,0.6, good piece on vaccine progress skeptics anti vaxxers and balanced fact checks ,good piece vaccine progress skeptics anti vaxxers balanced fact checks
10/17/2020 20:11,covid-19 vaccine,Positive,0.136363636,0.454545455, is that the brand name of the new covid19 vaccine ,brand new covid19 vaccine
10/17/2020 20:09,covid-19 vaccine,Positive,0.227272727,0.545454545,some positive news for  change reasons to be optimistic for  covid19 vaccine by christmas says expert ,positive news change reasons optimistic covid19 vaccine christmas says expert
10/17/2020 20:09,covid-19 vaccine,Positive,0.3,0.45,young and healthy you may have to wait until 2022 for  covid19 vaccine experts warn ,young healthy may wait 2022 covid19 vaccine experts warn
10/17/2020 20:07,covid-19 vaccine,Positive,0.1,0.45,at least they aren  skipping through steps to appease the gop it makes me feel  titch better anyway pfizer co ,least skipping steps appease gop makes feel titch better anyway pfizer co
10/17/2020 20:07,covid-19 vaccine,Positive,0.4,0.8,trump administration secures deal to supply covid19 vaccine for free to nursing homes via ,trump administration secures deal supply covid19 vaccine free nursing homes via
10/17/2020 20:05,covid-19 vaccine,Positive,0.5,0.2125,call it the 90 per cent economy post pandemic it will never be the same under the best case scenarios where  ,call 90 cent economy post pandemic never best case scenarios
10/17/2020 20:05,covid-19 vaccine,Positive,0.7,0.775,great news nitric oxide an effective antiviral treatment can cure covid19 patients and save lives until the co ,great news nitric oxide effective antiviral treatment cure covid19 patients save lives co
10/17/2020 20:05,covid-19 vaccine,Positive,0.1,0.4,pfizer to start testing its covid19 vaccine in children as young as 12 ,pfizer start testing covid19 vaccine children young 12
10/17/2020 20:03,covid-19 vaccine,Positive,0.25,0.75,on friday connecticut submitted  preliminary ambitious plan to the centers for disease control and prevention fo ,friday connecticut submitted preliminary ambitious plan centers disease control prevention fo
10/17/2020 20:01,covid-19 vaccine,Positive,0.25,0.25, spokesperson said there are still  lot of unknowns like the exact timing for vaccine availability as well as  ,spokesperson said still lot unknowns like exact timing vaccine availability well
10/17/2020 20:01,covid-19 vaccine,Positive,0.8,0.75,it  great news that pfizer should have efficacy data by end of october and safety data by the end of november for ,great news pfizer efficacy data october safety data november
10/17/2020 20:00,covid-19 vaccine,Positive,0.1,0.4,hundreds queue in yiwu china for experimental covid19 vaccine ,hundreds queue yiwu china experimental covid19 vaccine
10/17/2020 20:00,covid-19 vaccine,Positive,0.066666667,0.3,pfizer delays virus vaccine ok until at least mid november ,pfizer delays virus vaccine ok least mid november
10/17/2020 20:00,covid-19 vaccine,Positive,0.255555556,0.655555556,herd immunity is an option that should be seriously considered by the world  governments as  safe and effective  ,herd immunity option seriously considered world governments safe effective
10/17/2020 19:53,covid-19 vaccine,Positive,0.25,0.333333333,rhode island has submitted  51 page first draft of the state  vaccination plan to the centers for disease control ,rhode island submitted 51 page first draft state vaccination plan centers disease control
10/17/2020 19:49,covid-19 vaccine,Positive,0.1875,0.4375,on one hand you have an epidemiologist trying to create positivity in  most dire situation on the other hand you ,hand epidemiologist trying create positivity dire situation hand
10/17/2020 19:48,covid-19 vaccine,Positive,0.5,0.5,us scientists worry as more say they ll refuse covid19 vaccine ,us scientists worry say refuse covid19 vaccine
10/17/2020 19:45,covid-19 vaccine,Positive,0.45,0.65, in the interim  safe vaccine free to all would be found covid19,interim safe vaccine free would found covid19
10/17/2020 19:45,covid-19 vaccine,Positive,0.5,0.5,us scientists worry as more say they ll refuse covid19 vaccine ,us scientists worry say refuse covid19 vaccine
10/17/2020 19:45,covid-19 vaccine,Positive,0.1,0.4,yes this machiavellian unitednations idea is still alive and well individuals will prove in  privacy prot ,yes machiavellian unitednations idea still alive well individuals prove privacy prot
10/17/2020 19:45,covid-19 vaccine,Positive,0.1,0.4, rhino has nothing to do with covid and is completely irrelevan ,rhino nothing covid completely irrelevan
10/17/2020 19:42,covid-19 vaccine,Positive,0.25,0.25,pfizer ceo says 3rd week of november earliest it can seek covid19 vaccine ok confirmation that vaccine safety an ,pfizer ceo says 3rd week november earliest seek covid19 vaccine ok confirmation vaccine safety
10/17/2020 19:41,covid-19 vaccine,Positive,0.5,0.6,do you think an effective covid19 vaccine will be available by the end of 2021 ,think effective covid19 vaccine available 2021
10/17/2020 19:37,covid-19 vaccine,Positive,0.291666667,0.622619048,getting  flu vaccine can be free quick and easy it   simple way to do your part to minimize the impacts of the ,getting flu vaccine free quick easy simple way part minimize impacts
10/17/2020 19:36,covid-19 vaccine,Positive,0.1,0.1,as much as we do want to cure for covid19 pandemic and asking for vaccine that much american also do need with ,much cure covid19 pandemic asking vaccine much american need
10/17/2020 19:36,covid-19 vaccine,Positive,0.125,0.25,coronavirus australian covid19 vaccine enters second phase of human trials 7news ad 1 latest video updates reg ,coronavirus australian covid19 vaccine enters second phase human trials 7news 1 latest video updates reg
10/17/2020 19:35,covid-19 vaccine,Positive,0.2,0.266666667, chinese covid19 vaccine candidate is safe and sparks antibody response in patients early result ,chinese covid19 vaccine candidate safe sparks antibody response patients early result
10/17/2020 19:32,covid-19 vaccine,Positive,0.016666667,0.8, not until one of their own dies selfish and we still do know the long term effect ,selfish still know long term effect
10/17/2020 19:32,covid-19 vaccine,Positive,0.5,0.5, us scientists worry as more say they ll refuse covid19 vaccine silicon beach news ,us scientists worry say refuse covid19 vaccine silicon beach news
10/17/2020 19:31,covid-19 vaccine,Positive,0.4,0.8,health nursing homes to get free covid19 vaccines trump announces the trump administration is partnering wi ,health nursing homes get free covid19 vaccines trump announces trump administration partnering wi
10/17/2020 19:30,covid-19 vaccine,Positive,0.183333333,0.4,the coronavirus continues to outsmart us and till the time that an effective vaccine which confers long lasting  ,coronavirus continues outsmart us time effective vaccine confers long lasting
10/17/2020 19:28,covid-19 vaccine,Positive,0.25,0.333333333, the role of hyperbaric oxygen treatment for covid19  review the first com ,role hyperbaric oxygen treatment covid19 review first
10/17/2020 19:26,covid-19 vaccine,Positive,0.1,0.55,pfizer may apply for emergency use of covid19 vaccine by late november for more information ,pfizer may apply emergency use covid19 vaccine late november information
10/17/2020 19:26,covid-19 vaccine,Positive,0.02,0.735555556,there is so much bad news about the pandemic these days it was really nice to read this  highly recommend readin ,much bad news pandemic days really nice read highly recommend readin
10/17/2020 19:24,covid-19 vaccine,Positive,0.1,0.4,hundreds queue in yiwu china for experimental covid19 vaccine ,hundreds queue yiwu china experimental covid19 vaccine
10/17/2020 19:23,covid-19 vaccine,Positive,0.1,0.45,prof  neill has considerable vested interests in the pharma sector and his businesses are or have been in receipt ,prof neill considerable vested interests pharma sector businesses receipt
10/17/2020 19:22,covid-19 vaccine,Positive,0.1,0.4,hundreds queue in yiwu china for experimental covid19 vaccine ,hundreds queue yiwu china experimental covid19 vaccine
10/17/2020 19:22,covid-19 vaccine,Positive,0.075,0.3125,  stocks closed mixed despite  better than expected retail sales report and optimism about pfizer  covid19 va ,stocks closed mixed despite better expected retail sales report optimism pfizer covid19
10/17/2020 19:20,covid-19 vaccine,Positive,0.023809524,0.247619048,even if less than 1 of the country has died from covid19 there  still  large number of people who have lost fa ,even less 1 country died covid19 still large number people lost fa
10/17/2020 19:20,covid-19 vaccine,Positive,0.7,0.6,good news phase 2 trial of this covid19 vaccine may resume in india soon ,good news phase 2 trial covid19 vaccine may resume india soon
10/17/2020 19:19,covid-19 vaccine,Positive,0.5,0.5,don  go any crowded place in this pandemic situation of covid19 stay home stay safe and keep your family safe fr ,go crowded place pandemic situation covid19 stay home stay safe keep family safe fr
10/17/2020 19:17,covid-19 vaccine,Positive,0.195454545,0.451515152,  recorded more than 69 000 new cases friday and updated virus projections are the long feared winter surge of ,recorded 69 000 new cases friday updated virus projections long feared winter surge
10/17/2020 19:16,covid-19 vaccine,Positive,0.3,0.441666667, kalorama believes the market for covid19 could be 8 10 billion dollars in its first full year of implementation ,kalorama believes market covid19 could 8 10 billion dollars first full year implementation
10/17/2020 19:12,covid-19 vaccine,Positive,0.136363636,0.454545455,halted trials raise new safety questions about rushed covid19 vaccines zero hedge ,halted trials raise new safety questions rushed covid19 vaccines zero hedge
10/17/2020 19:09,covid-19 vaccine,Positive,0.5,0.5,sao paulo governor covid19 vaccination will be compulsory for all residents read more ,sao paulo governor covid19 vaccination compulsory residents read
10/17/2020 19:05,covid-19 vaccine,Positive,0.5,0.5,us scientists worry as more say they ll refuse covid19 vaccine ,us scientists worry say refuse covid19 vaccine
10/17/2020 19:05,covid-19 vaccine,Positive,0.5,0.5,  government signs deal to make more covid19 vaccine components reuters ,government signs deal make covid19 vaccine components reuters
10/17/2020 19:04,covid-19 vaccine,Positive,0.1,0.4,bbc news hundreds queue in yiwu china for experimental covid19 vaccine ,bbc news hundreds queue yiwu china experimental covid19 vaccine
10/17/2020 19:04,covid-19 vaccine,Positive,0.1,0.4,pfizer to start testing its covid19 vaccine in children as young as 12 ,pfizer start testing covid19 vaccine children young 12
10/17/2020 19:02,covid-19 vaccine,Positive,0.25,0.333333333, the role of hyperbaric oxygen treatment for covid19  review the first comp ,role hyperbaric oxygen treatment covid19 review first comp
10/17/2020 19:02,covid-19 vaccine,Positive,0.35,0.55,pm cautions against complacency in covid19 fight directs full preparedness for vaccine distribution ,pm cautions complacency covid19 fight directs full preparedness vaccine distribution
10/17/2020 19:00,covid-19 vaccine,Positive,0.25,0.75,with  possible vaccine for covid19 still more than two months away alabama health officials said this week that ,possible vaccine covid19 still two months away alabama health officials said week
10/17/2020 19:00,covid-19 vaccine,Positive,0.25,0.25, spokesperson said there are still  lot of unknowns like the exact timing for vaccine availability as well as  ,spokesperson said still lot unknowns like exact timing vaccine availability well
10/17/2020 18:58,covid-19 vaccine,Positive,0.5,0.5,covid19 vaccine to be mandatory in brazil  most populous state sao paulo governor it  ,covid19 vaccine mandatory brazil populous state sao paulo governor
10/17/2020 18:58,covid-19 vaccine,Positive,0.2,0.5, this requires immediate attention vaccine ready by december but licensing will ,requires immediate attention vaccine ready december licensing
10/17/2020 18:58,covid-19 vaccine,Positive,0.5,0.5,scientists worry as more americans say they ll refuse covid19 vaccine via ,scientists worry americans say refuse covid19 vaccine via
10/17/2020 18:58,covid-19 vaccine,Positive,0.2,0.2,nick saban really the goat he found  vaccine for covid19 in 3 days ,nick saban really goat found vaccine covid19 3 days
10/17/2020 18:52,covid-19 vaccine,Positive,0.1,0.4,hundreds queue in yiwu china for experimental covid19 vaccine lt and they are paying to be experimented on  thou ,hundreds queue yiwu china experimental covid19 vaccine lt paying experimented thou
10/17/2020 18:51,covid-19 vaccine,Positive,0.181818182,0.5,usa today 10 of vatican guards test positive for covid19 us records 69k new cases friday updates ,usa today 10 vatican guards test positive covid19 us records 69k new cases friday updates
10/17/2020 18:46,covid-19 vaccine,Positive,0.197916667,0.4375,quickly vaccinating billions of people around the globe against covid19 is going to be an endeavor like no other  ,quickly vaccinating billions people around globe covid19 going endeavor like
10/17/2020 18:45,covid-19 vaccine,Positive,0.1875,0.4375,ok so had the covid19 vaccine trial the other day at lgi they took blood took pregnancy test then the jab we dont ,ok covid19 vaccine trial day lgi took blood took pregnancy test jab dont
10/17/2020 18:45,covid-19 vaccine,Positive,0.35,0.5,professor luke  neill believes data is promising and treatments are getting better ,professor luke neill believes data promising treatments getting better
10/17/2020 18:45,covid-19 vaccine,Positive,0.4,0.4, covid19 no vaccine is available at this time though development and testing are in progre ,covid19 vaccine available time though development testing progre
10/17/2020 18:45,covid-19 vaccine,Positive,0.35,0.5,so miche  martin  plan for covid19 is for people to effectively maintain  fixed reduction in contacts until  ,miche martin plan covid19 people effectively maintain fixed reduction contacts
10/17/2020 18:44,covid-19 vaccine,Positive,0.1,0.283333333,massachusetts has rolled out an interim plan for distributing coronavirus vaccines when they re ready for public  ,massachusetts rolled interim plan distributing coronavirus vaccines ready public
10/17/2020 18:42,covid-19 vaccine,Positive,0.35,0.4,  sincerely believe that being  trump supporter is like covid19 it  out there it  real it  ,sincerely believe trump supporter like covid19 real
10/17/2020 18:31,hydroxychloroquine,Negative,-0.3125,0.5375, hydroxychloroquine was crucified in the media and politics because remdesivir and other expensive options had to ,hydroxychloroquine crucified media politics remdesivir expensive options
10/17/2020 16:23,hydroxychloroquine,Negative,-0.125,0.375,flashback 19 days till 2020election vote study finds remdesivir hydroxychloroquine and 2 other drugs have lit ,flashback 19 days 2020election vote study finds remdesivir hydroxychloroquine 2 drugs lit
10/17/2020 15:15,hydroxychloroquine,Negative,-0.0125,0.3375,  appreciate all you ve done to keep hydroxychloroquine and other early treatments for covid in  ,appreciate done keep hydroxychloroquine early treatments covid
10/16/2020 22:15,hydroxychloroquine,Negative,-0.1875,0.5, who study on remdesivir and hydroxychloroquine showed that they had little or no effect on mortality ,study remdesivir hydroxychloroquine showed little effect mortality
10/16/2020 21:57,hydroxychloroquine,Negative,-0.125,0.3,who study the big story is the finding that antiviral drug remdesivir produces no meaningful impact on survival ,study big story finding antiviral remdesivir produces meaningful impact survival
10/16/2020 21:54,hydroxychloroquine,Negative,-0.34375,0.75,unfortunately remdesivir hydroxychloroquine lopinavir and interferon regimens appeared to have little or no eff ,unfortunately remdesivir hydroxychloroquine lopinavir interferon regimens appeared little eff
10/16/2020 21:35,hydroxychloroquine,Negative,-0.5,0.3, remdesivir hydroxychloroquine fail to prevent coviddeaths who study ,remdesivir hydroxychloroquine fail prevent coviddeaths study
10/16/2020 21:31,hydroxychloroquine,Negative,-0.09375,0.3, hydroxychloroquine has little to no effect on covid19 patients remdesivir seems to not actually have an effe ,hydroxychloroquine little effect covid19 patients remdesivir seems actually effe
10/16/2020 21:24,hydroxychloroquine,Negative,-0.452777778,0.705555556, leprosy smallpox measles chicken pox mrsa swine flu mad cow disease zika vd ,leprosy smallpox measles chicken pox mrsa swine flu mad cow disease zika vd
10/16/2020 21:08,hydroxychloroquine,Negative,-0.025,0.525,if you believe you are becoming covid19 symptomatic and you don  want to be treated with useless remdesivir in yo ,believe becoming covid19 symptomatic treated useless remdesivir
10/16/2020 19:55,hydroxychloroquine,Negative,-0.1875,0.5, study finds remdesivir hydroxychloroquine have little impact on mortality in covid19 patients ,study finds remdesivir hydroxychloroquine little impact mortality covid19 patients
10/16/2020 19:46,hydroxychloroquine,Negative,-0.097222222,0.380555556, all remember when was pushing hard for hydroxychloroquine made such  big deal but  don  ,remember pushing hard hydroxychloroquine made big deal
10/16/2020 19:46,hydroxychloroquine,Negative,-0.3,0.4, doctors in france shared news remdesivir is slow amp trashes ppls liver amp kidneys ,doctors france shared news remdesivir slow amp trashes ppls liver amp kidneys
